datetime,site,geometry,SNOWDEPTH,SNOWDEPTH_units,datasource,SNOWDEPTH (m)
2024-11-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),23.0,in,NRCS,0.5841999999999999
2024-11-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-11-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),22.0,in,NRCS,0.5588
2024-11-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),25.0,in,NRCS,0.635
2024-11-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),22.0,in,NRCS,0.5588
2024-11-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),26.0,in,NRCS,0.6604
2024-11-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),24.0,in,NRCS,0.6095999999999999
2024-11-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),23.0,in,NRCS,0.5841999999999999
2024-11-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),24.0,in,NRCS,0.6095999999999999
2024-11-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),23.0,in,NRCS,0.5841999999999999
2024-11-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),22.0,in,NRCS,0.5588
2024-11-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),22.0,in,NRCS,0.5588
2024-12-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),22.0,in,NRCS,0.5588
2024-12-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2024-12-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),34.0,in,NRCS,0.8635999999999999
2024-12-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),34.0,in,NRCS,0.8635999999999999
2024-12-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),43.0,in,NRCS,1.0922
2024-12-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),47.0,in,NRCS,1.1938
2024-12-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),44.0,in,NRCS,1.1176
2024-12-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),43.0,in,NRCS,1.0922
2024-12-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),41.0,in,NRCS,1.0413999999999999
2024-12-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),40.0,in,NRCS,1.016
2024-12-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),42.0,in,NRCS,1.0668
2024-12-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),41.0,in,NRCS,1.0413999999999999
2024-12-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),41.0,in,NRCS,1.0413999999999999
2024-12-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),40.0,in,NRCS,1.016
2024-12-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),51.0,in,NRCS,1.2953999999999999
2024-12-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),57.0,in,NRCS,1.4478
2024-12-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),61.0,in,NRCS,1.5493999999999999
2024-12-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),65.0,in,NRCS,1.651
2024-12-31 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),62.0,in,NRCS,1.5748
2025-01-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),61.0,in,NRCS,1.5493999999999999
2025-01-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),66.0,in,NRCS,1.6764
2025-01-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),64.0,in,NRCS,1.6256
2025-01-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),64.0,in,NRCS,1.6256
2025-01-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),65.0,in,NRCS,1.651
2025-01-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),66.0,in,NRCS,1.6764
2025-01-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),63.0,in,NRCS,1.6001999999999998
2025-01-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),62.0,in,NRCS,1.5748
2025-01-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),61.0,in,NRCS,1.5493999999999999
2025-01-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),60.0,in,NRCS,1.524
2025-01-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),62.0,in,NRCS,1.5748
2025-01-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),61.0,in,NRCS,1.5493999999999999
2025-01-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),60.0,in,NRCS,1.524
2025-01-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),59.0,in,NRCS,1.4986
2025-01-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),59.0,in,NRCS,1.4986
2025-01-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),58.0,in,NRCS,1.4731999999999998
2025-01-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),58.0,in,NRCS,1.4731999999999998
2025-01-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),58.0,in,NRCS,1.4731999999999998
2025-01-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),57.0,in,NRCS,1.4478
2025-01-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),57.0,in,NRCS,1.4478
2025-01-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),56.0,in,NRCS,1.4223999999999999
2025-01-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),56.0,in,NRCS,1.4223999999999999
2025-01-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),56.0,in,NRCS,1.4223999999999999
2025-01-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),56.0,in,NRCS,1.4223999999999999
2025-01-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),56.0,in,NRCS,1.4223999999999999
2025-01-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),56.0,in,NRCS,1.4223999999999999
2025-01-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),55.0,in,NRCS,1.397
2025-01-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),55.0,in,NRCS,1.397
2025-01-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),54.0,in,NRCS,1.3716
2025-01-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),55.0,in,NRCS,1.397
2025-01-31 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),55.0,in,NRCS,1.397
2025-02-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),65.0,in,NRCS,1.651
2025-02-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),74.0,in,NRCS,1.8796
2025-02-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),86.0,in,NRCS,2.1844
2025-02-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),88.0,in,NRCS,2.2352
2025-02-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),87.0,in,NRCS,2.2098
2025-02-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),84.0,in,NRCS,2.1336
2025-02-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),86.0,in,NRCS,2.1844
2025-02-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),89.0,in,NRCS,2.2605999999999997
2025-02-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),91.0,in,NRCS,2.3114
2025-02-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),90.0,in,NRCS,2.286
2025-02-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),87.0,in,NRCS,2.2098
2025-02-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),86.0,in,NRCS,2.1844
2025-02-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),84.0,in,NRCS,2.1336
2025-02-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),87.0,in,NRCS,2.2098
2025-02-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),89.0,in,NRCS,2.2605999999999997
2025-02-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),88.0,in,NRCS,2.2352
2025-02-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),95.0,in,NRCS,2.413
2025-02-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),99.0,in,NRCS,2.5145999999999997
2025-02-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),96.0,in,NRCS,2.4383999999999997
2025-02-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),99.0,in,NRCS,2.5145999999999997
2025-02-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),97.0,in,NRCS,2.4638
2025-02-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),95.0,in,NRCS,2.413
2025-02-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),93.0,in,NRCS,2.3622
2025-02-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),97.0,in,NRCS,2.4638
2025-02-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),94.0,in,NRCS,2.3876
2025-02-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),94.0,in,NRCS,2.3876
2025-02-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),92.0,in,NRCS,2.3367999999999998
2025-02-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),91.0,in,NRCS,2.3114
2025-03-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),90.0,in,NRCS,2.286
2025-03-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),90.0,in,NRCS,2.286
2025-03-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),89.0,in,NRCS,2.2605999999999997
2025-03-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),88.0,in,NRCS,2.2352
2025-03-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),87.0,in,NRCS,2.2098
2025-03-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),87.0,in,NRCS,2.2098
2025-03-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),86.0,in,NRCS,2.1844
2025-03-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),86.0,in,NRCS,2.1844
2025-03-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),86.0,in,NRCS,2.1844
2025-03-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),84.0,in,NRCS,2.1336
2025-03-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),84.0,in,NRCS,2.1336
2025-03-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),83.0,in,NRCS,2.1082
2025-03-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),82.0,in,NRCS,2.0827999999999998
2025-03-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),86.0,in,NRCS,2.1844
2025-03-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),88.0,in,NRCS,2.2352
2025-03-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),95.0,in,NRCS,2.413
2025-03-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),101.0,in,NRCS,2.5654
2025-03-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),102.0,in,NRCS,2.5907999999999998
2025-03-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),100.0,in,NRCS,2.54
2025-03-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),99.0,in,NRCS,2.5145999999999997
2025-03-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),103.0,in,NRCS,2.6162
2025-03-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),105.0,in,NRCS,2.667
2025-03-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),104.0,in,NRCS,2.6416
2025-03-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),103.0,in,NRCS,2.6162
2025-03-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),99.0,in,NRCS,2.5145999999999997
2025-03-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),97.0,in,NRCS,2.4638
2025-03-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),93.0,in,NRCS,2.3622
2025-03-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),92.0,in,NRCS,2.3367999999999998
2025-03-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),91.0,in,NRCS,2.3114
2025-03-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),91.0,in,NRCS,2.3114
2025-03-31 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),90.0,in,NRCS,2.286
2025-04-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),91.0,in,NRCS,2.3114
2025-04-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),94.0,in,NRCS,2.3876
2025-04-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),92.0,in,NRCS,2.3367999999999998
2025-04-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),92.0,in,NRCS,2.3367999999999998
2025-04-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),90.0,in,NRCS,2.286
2025-04-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),88.0,in,NRCS,2.2352
2025-04-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),87.0,in,NRCS,2.2098
2025-04-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),86.0,in,NRCS,2.1844
2025-04-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),84.0,in,NRCS,2.1336
2025-04-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),82.0,in,NRCS,2.0827999999999998
2025-04-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),80.0,in,NRCS,2.032
2025-04-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),78.0,in,NRCS,1.9811999999999999
2025-04-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),76.0,in,NRCS,1.9304
2025-04-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),74.0,in,NRCS,1.8796
2025-04-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),72.0,in,NRCS,1.8288
2025-04-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),71.0,in,NRCS,1.8034
2025-04-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),69.0,in,NRCS,1.7526
2025-04-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),68.0,in,NRCS,1.7271999999999998
2025-04-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),66.0,in,NRCS,1.6764
2025-04-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),64.0,in,NRCS,1.6256
2025-04-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),62.0,in,NRCS,1.5748
2025-04-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),60.0,in,NRCS,1.524
2025-04-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),59.0,in,NRCS,1.4986
2025-04-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),57.0,in,NRCS,1.4478
2025-04-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),55.0,in,NRCS,1.397
2025-04-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),54.0,in,NRCS,1.3716
2025-04-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),53.0,in,NRCS,1.3461999999999998
2025-04-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),53.0,in,NRCS,1.3461999999999998
2025-04-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),49.0,in,NRCS,1.2446
2025-04-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),48.0,in,NRCS,1.2191999999999998
2025-05-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),45.0,in,NRCS,1.143
2025-05-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),44.0,in,NRCS,1.1176
2025-05-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),41.0,in,NRCS,1.0413999999999999
2025-05-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),37.0,in,NRCS,0.9398
2025-05-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),35.0,in,NRCS,0.889
2025-05-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),31.0,in,NRCS,0.7874
2025-05-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),30.0,in,NRCS,0.762
2025-05-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),26.0,in,NRCS,0.6604
2025-05-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),23.0,in,NRCS,0.5841999999999999
2025-05-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),21.0,in,NRCS,0.5334
2025-05-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),16.0,in,NRCS,0.4064
2025-05-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),13.0,in,NRCS,0.3302
2025-05-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),12.0,in,NRCS,0.30479999999999996
2025-05-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),12.0,in,NRCS,0.30479999999999996
2025-05-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),9.0,in,NRCS,0.2286
2025-05-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),8.0,in,NRCS,0.2032
2025-05-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),6.0,in,NRCS,0.15239999999999998
2025-05-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),5.0,in,NRCS,0.127
2025-05-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),4.0,in,NRCS,0.1016
2025-05-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),1.0,in,NRCS,0.0254
2025-05-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2025-05-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2025-05-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2025-05-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2025-05-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2025-05-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2025-05-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2025-05-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2025-05-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2025-05-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2025-05-31 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2025-10-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),1.0,in,NRCS,0.0254
